,code,Area,Pct_Remain,Pct_Leave,Region,ResidentAge30to44share,ResidentAge45to59share,ResidentAge60plusshare,median_hourly_pay2005,median_hourly_pay_growth,umemployment_rate_aps,EU_2001Migrantshare,NONEU_2001Migrantshare,Leave?,Result
44,E06000045,Southampton,46.2,53.8,South East,0.2036101083032491,0.1600956563728759,0.1848191496700315,9.79,0.2145045965270686,5.8,0.018643794982639288,0.06221343328197935,1,leave
45,E06000046,Isle of Wight,38.05,61.95,South East,0.19039259856401292,0.21218102779305512,0.2836036796226955,9.67,0.21509824198552224,5.0,0.010946952859542985,0.023227429914639382,1,leave
46,E06000047,County Durham,42.45,57.55,North East,0.22227896326017793,0.20077613634060834,0.21949865240034855,10.19,0.21589793915603545,7.9,0.0063610756479623885,0.012436419640504995,1,leave
47,E06000049,Cheshire East,48.82,51.18,North West,0.22474184021806792,0.21168391521728627,0.22370721141957325,12.65,0.06719367588932804,3.4,0.009141115977908969,0.021980177194393675,1,leave
48,E06000050,Cheshire West and Chester,49.32,50.68,North West,0.2241785750890608,0.20199334722692416,0.217712154200223,12.68,0.05205047318611988,4.1,0.010004006572020462,0.01987756661314218,1,leave
49,E06000051,Shropshire,43.13,56.87,West Midlands,0.21191992174395158,0.20939143209274896,0.23783340925865107,11.03,0.09610154125113332,4.3,0.009284077224876666,0.01902370635618509,1,leave
50,E06000052,Cornwall,43.48,56.52,South West,0.1965583013099212,0.21764166102333335,0.26107061713356067,9.7,0.13711340206185568,5.4,0.009098121871957108,0.02188477982985851,1,leave
52,E06000054,Wiltshire,47.51,52.49,South West,0.2307949918355186,0.19837726601889724,0.21481478059832831,12.26,0.04323001631321365,3.5,0.021008238388998852,0.03432084679645151,1,leave
53,E06000055,Bedford,48.22,51.78,East,0.2251421462906748,0.18912048461574865,0.19447505594580525,10.79,0.27988878591288247,5.8,0.026313120728005356,0.0853824259182887,1,leave
54,E06000056,Central Bedfordshire,43.87,56.13,East,0.24870217965342953,0.20124453802731307,0.18246091559995037,14.18,0.04513399153737663,2.3,0.012518135247217121,0.03121188388306136,1,leave
55,E06000057,Northumberland,45.89,54.11,North East,0.21659233699013639,0.21773495230964549,0.23202252677496013,10.7,0.15420560747663556,5.7,0.00621765031413783,0.013529086233275823,1,leave
56,E07000004,Aylesbury Vale,49.5,50.5,South East,0.2469109732847455,0.2001351449187924,0.17238820377923111,12.32,0.13149350649350644,2.4,0.01636218838236359,0.053629606390424016,1,leave
57,E07000005,Chiltern,55.02,44.98,South East,0.2141480252835433,0.22219482673600216,0.22325951495046398,15.23,0.17268548916611942,4.7,0.019220424082126687,0.06395974357824898,0,remain
58,E07000006,South Bucks,49.3,50.7,South East,0.2187908628622165,0.21573976915005247,0.2328355799499556,13.21,0.3043149129447388,2.1,0.023698442166437968,0.08533376382274599,1,leave
59,E07000007,Wycombe,51.97,48.03,South East,0.2281052404305851,0.19744609975016192,0.1866012769501249,12.74,0.2189952904238618,7.4,0.017741587242836435,0.0885475463434194,0,remain
60,E07000008,Cambridge,73.85,26.15,East,0.2076554936020503,0.1503449289473926,0.16843188227405087,12.21,0.29074529074529065,2.9,0.04814307891570139,0.13307551693412822,0,remain
61,E07000009,East Cambridgeshire,49.08,50.92,East,0.23214139372251208,0.20307591444259296,0.2146720572568088,11.68,0.16952054794520552,3.2,0.012497609746769743,0.05034556232414566,1,leave
62,E07000010,Fenland,28.61,71.39,East,0.21360409008728554,0.20008620792873477,0.24530945054418754,9.59,0.14389989572471332,6.9,0.009231432368682575,0.018175504974915886,1,leave
63,E07000011,Huntingdonshire,45.76,54.24,East,0.24398868458274398,0.20776150974170776,0.1770901028326771,11.66,0.2049742710120069,2.7,0.016036545739516038,0.04686723498604687,1,leave
64,E07000012,South Cambridgeshire,60.23,39.77,East,0.23425923079287977,0.21572078580871276,0.19558366895194762,12.75,0.2611764705882352,3.4,0.01833861100009223,0.04761428966704584,0,remain
65,E07000026,Allerdale,41.35,58.65,North West,0.21484191160741026,0.21287382877679373,0.24081204808967613,10.49,0.25452812202097236,3.0,0.00510204081632653,0.010845847773071493,1,leave
66,E07000027,Barrow-in-Furness,39.38,60.62,North West,0.21944984717977215,0.19772158933036954,0.22314531814392888,9.59,0.3169968717413974,7.5,0.004654070575159767,0.014879133092525702,1,leave
67,E07000028,Carlisle,39.86,60.14,North West,0.22001409583180298,0.19751039815761523,0.23261100467544843,9.76,0.1393442622950819,4.8,0.007544248007226595,0.014393631066419162,1,leave
68,E07000029,Copeland,38.0,62.0,North West,0.22776190888369544,0.20115987189474596,0.2208373005568539,12.47,0.4691259021651964,9.0,0.005106898641045616,0.010545601431085721,1,leave
69,E07000030,Eden,46.68,53.32,North West,0.21781143901802036,0.21915744219217712,0.2464391184683689,9.28,0.16487068965517254,3.0,0.00578580468891255,0.012314924563553448,1,leave
70,E07000031,South Lakeland,52.86,47.14,North West,0.2050615341003509,0.21713375235823698,0.272841907703737,10.0,0.332,3.0,0.0073899570874185,0.018338041661371835,0,remain
71,E07000032,Amber Valley,39.72,60.28,East Midlands,0.2251204162409527,0.21303157009040877,0.2188956907728104,9.5,0.34736842105263166,3.6,0.005117153626224554,0.011668140567179812,1,leave
72,E07000033,Bolsover,29.17,70.83,East Midlands,0.22867374522754508,0.19564975057826825,0.2252598723629574,9.5,0.11263157894736846,5.4,0.004640080260847755,0.008040018950477942,1,leave
73,E07000034,Chesterfield,39.96,60.04,East Midlands,0.22587890131013202,0.19965602711315697,0.22728514340634326,9.99,0.21221221221221212,5.4,0.007112145277960443,0.014770600435024534,1,leave
74,E07000035,Derbyshire Dales,48.44,51.56,East Midlands,0.21222415753789461,0.23157091652391715,0.24786595459845398,11.49,0.06701479547432546,3.9,0.006319365472368971,0.014769177618793995,1,leave
75,E07000036,Erewash,38.77,61.23,East Midlands,0.2334262799843777,0.196968183180592,0.20744965894331466,9.58,0.3549060542797495,2.9,0.006739389095268803,0.016748562657244843,1,leave
76,E07000037,High Peak,49.45,50.55,East Midlands,0.23780930976261558,0.20785392416669463,0.20512562476938043,10.83,0.22899353647276088,4.1,0.007022016481611933,0.01575481086399875,1,leave
77,E07000038,North East Derbyshire,37.22,62.78,East Midlands,0.2148854961832061,0.22162162162162163,0.23621827934805034,10.25,0.19414634146341467,3.8,0.0048689911285331134,0.010913967402517022,1,leave
78,E07000039,South Derbyshire,39.65,60.35,East Midlands,0.23761065201932272,0.2067997351707903,0.19323949878619945,10.03,0.29012961116650055,5.3,0.00610578455653368,0.02021774846129325,1,leave
79,E07000040,East Devon,45.89,54.11,South West,0.17262587635436583,0.20325047801147228,0.33300669216061185,9.33,0.2754555198285102,4.0,0.010412683237731039,0.025310707456978967,1,leave
80,E07000041,Exeter,55.28,44.72,South West,0.20952320933414958,0.17319673016673268,0.20526486369692823,9.04,0.32300884955752235,4.7,0.017834635744895386,0.03831610789009327,0,remain
81,E07000042,Mid Devon,46.66,53.34,South West,0.2090320176570069,0.2130879697308453,0.24275518101298477,8.81,0.34506242905788864,4.4,0.008713847564995558,0.022716198010720327,1,leave
82,E07000043,North Devon,42.96,57.04,South West,0.1961992046441468,0.2153860218494309,0.26137038899300635,7.86,0.4389312977099237,2.9,0.009930520638113087,0.019232527311788636,1,leave
83,E07000044,South Hams,52.85,47.15,South West,0.19948930347346944,0.22738213050861952,0.26717491966914686,10.2,0.22549019607843146,8.5,0.012058791188652274,0.02841818470598297,0,remain
84,E07000045,Teignbridge,46.1,53.9,South West,0.20291340795978768,0.2101473238644819,0.27583128027910514,8.89,0.24634420697412815,2.9,0.009986937614709238,0.025025215364010648,1,leave
85,E07000046,Torridge,39.17,60.83,South West,0.1906724327991181,0.22238616128211652,0.2673450351903672,7.68,0.36588541666666674,8.5,0.008157381497498516,0.020469770202662597,1,leave
86,E07000047,West Devon,46.8,53.2,South West,0.19732612656880208,0.2322134185041869,0.2600577360113015,10.31,0.07662463627546064,4.9,0.009151772004176648,0.027271052146674038,1,leave
87,E07000048,Christchurch,41.17,58.83,South West,0.17987295218990304,0.19072773877187116,0.3603922879750362,8.38,0.6610978520286395,3.8,0.011478881087707567,0.02708124373119358,1,leave
88,E07000049,East Dorset,42.38,57.62,South West,0.18478027355405438,0.21748263433031773,0.3158164848542716,10.46,0.2896749521988527,2.5,0.01271095409734323,0.0272837944286635,1,leave
89,E07000050,North Dorset,43.6,56.4,South West,0.200872304337291,0.1980615459171311,0.2531297956546321,9.72,0.24691358024691343,4.2,0.01983684678135853,0.03476294321944916,1,leave
90,E07000051,Purbeck,40.93,59.07,South West,0.1999729827089337,0.21627341498559077,0.27645443083573484,9.68,0.2365702479338844,7.6,0.019362391930835735,0.030507024495677233,1,leave
91,E07000052,West Dorset,48.97,51.03,South West,0.18826331745344305,0.20907319185794718,0.3058466868774361,10.8,0.21851851851851845,7.5,0.012786920744911216,0.03146383715894326,1,leave
92,E07000053,Weymouth and Portland,38.96,61.04,South West,0.20891465560583208,0.2071864002011061,0.2478318250377074,8.83,0.3193657984144961,4.6,0.012647687280040221,0.02356711915535445,1,leave
93,E07000061,Eastbourne,42.67,57.33,South East,0.19488775134664926,0.17355325816632652,0.29834833327757143,9.4,0.35106382978723394,4.9,0.022427425920349738,0.048568592681811594,1,leave
94,E07000062,Hastings,45.12,54.88,South East,0.2134565854002752,0.19300473955944442,0.22701666490256264,9.22,0.2494577006507591,5.2,0.013054369685636665,0.03443531030589564,1,leave
95,E07000063,Lewes,52.07,47.93,South East,0.1981079878928583,0.20496436204259197,0.28131746531130325,11.02,0.2985480943738658,5.3,0.01390802477841544,0.036050207752476214,0,remain
96,E07000064,Rother,41.47,58.53,South East,0.17155967598445473,0.2001217399447488,0.349112703095004,10.58,0.2051039697542533,1.9,0.012443227044996957,0.038453434471133585,1,leave
97,E07000065,Wealden,45.5,54.5,South East,0.2048163515993801,0.21533605193432506,0.26852731336994634,11.28,0.27127659574468094,4.1,0.015440320518771916,0.039372103154481766,1,leave
98,E07000066,Basildon,31.38,68.62,East,0.2294770263418403,0.1890528044039887,0.1940447159378999,11.77,0.24808836023789296,6.3,0.007394306685660478,0.028086293068063838,1,leave
